,link,brand,product,price,Ram (Sistem Belleği),ssd_capacity,graphics_card,processor_type,operating_system,screen_size,screen_resolution,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,graphics_memory,İşlemci Modeli,processor_generation,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,touchscreen,Panel Tipi,Ram (Sistem Belleği) Tipi,Arttırılabilir Azami Bellek,color,warranty_type,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,keyboard,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,warranty_period,Suya/Toza Dayanıklılık,Hızlı Şarj,fingerprint_reader,Şarjlı Kullanım Süresi,Optik Sürücü Tipi,country_of_origin,Kapasite,İşlemci Frekansı,Power Supply,hdmi,Beden,Tamir Edilebilirlik,CE Uygunluk Sembolu,İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı,Üretici Bilgisi,Ekran Kartı Gücü,Piksel Yoğunluğu,ssd,os,processor,gpu,screensize,resolution,gpumemory,cpugen,warranty,warrantyperiod,origin,fingerprint,Paket Görseli (arka),Sıvı Soğutma,Soket Tipi
0,https://www.trendyol.com/lenovo/ideapad-slim-3-intel-n100-4gb-ram-128gb-ssd-15-6-w11-laptop-82xb009htx-p-880830432,"LENOVO IdeaPad Slim 3/ IntelN100/ 4GB Ram/ 128GB SSD/ 15.6""/ W11/ Laptop 82XB009HTX",IdeaPad Slim 3/ Intel,9.175 TL,4 GB,128 GB,Intel UHD Graphics,Intel Alder Lake N100,Belirtilmemiş,"15,6 inç",1920 x 1080,Ev - Okul,2 - 4 kg,Belirtilmemiş,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,TN,Belirtilmemiş,128 GB,Siyah,Lenovo Türkiye Garantili,3.2,3.2,Bluetooth,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,Yok,Yok,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://www.trendyol.com/hp/255-g9-ryzen-5-5625u-16gb-ram-512gb-ssd-15-6-fhd-w11pro-723q2ea-per4-canta-p-820086793,HP 255 G9 RYZEN 5 5625U 16GBRAM 512GB SSD 15.6'' FHD W11PRO 723Q2EA & PER4 ÇANTA,255 G9 RYZEN 5 5625U 16GB,16.500 TL,16 GB,512 GB,AMD Radeon Graphics,AMD Ryzen 5,Windows,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,5625U,5. Nesil,6,HDD Yok,Yok,TN,DDR4,64 GB,Gri,HP Türkiye Garantili,2.3,4.3,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,3 Saat ve Altı,Yok,US,,,,,,,,,,,,,,,,,,,,,,,,,,
2,https://www.trendyol.com/acer/aspire3-intel-celeron-n4500-4gb-128gb-ssd-dos-15-6-gumus-dizustu-bilgisayar-acer-turkiye-garantili-p-656066934,"ACER Aspire3 IntelCeleron-N4500 4GB 128GB SSD DOS 15.6"" Gümüş Dizüstü Bilgisayar(Acer Türkiye Garantili)",Aspire3 Intel,7.499 TL,4 GB,128 GB,Intel UHD Graphics,Intel Celeron,Linux,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Harici,Paylaşımlı,N4200,4. Nesil,2,HDD Yok,Yok,IPS,DDR4,128 GB,Gümüş,ACER Türkiye Garantili,1.2,1.2,HDMI,Q Türkçe,DDR4,Full HD (FHD),2 Yıl,Yok,Yok,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,https://www.trendyol.com/zeiron/tx90-i5-3470-16gb-256gb-ssd-500gb-hdd-gt740-23-8-curved-oyuncu-masaustu-bilgisayari-p-329480930,"Zeiron Tx90 i5-3470 16GB256GB SSD+500GB HDD GT740 23.8"" Curved Oyuncu Masaüstü Bilgisayarı",Tx90 i5-3470 16GB,13.180 TL,16 GB,256 GB,Nvidia Geforce GT 740,Intel Core i5,Free Dos (İşletim Sistemi Yok),"24"" / 61 Ekran",1920 x 1080,,2 - 4 kg,75 Hz,Harici,4 GB ve altı,,,4,500 GB,,TN,DDR3,16 GB,,Zeiron Türkiye Garantili,3.2,,Wi-Fi,RGB,DDR3,Full HD (FHD),2 Yıl,,,,,Yok,,500 GB,3.00 GHz üstü,350 - 500 W,Var,Tek Ebat,,,,,,,,,,,,,,,,,,,,,
4,https://www.trendyol.com/casper/nirvana-c370-4020-4c00b-intel-celeron-n4020-4gb-ram-120gb-ssd-windows-11-home-15-6-hd-laptop-p-358003688,"CASPER NirvanaC370.4020-4C00B Intel Celeron N4020 4GB RAM 120GB SSD Windows 11 Home 15.6"" Hd Laptop",Nirvana,9.498 TL,,,Intel UHD Graphics 600,Intel Celeron,Windows,"15,6 inç",1366 x 768,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,N4020,Belirtilmemiş,2,HDD Yok,Yok,TN,LPDDR4,,Gri,Casper Türkiye Garantili,1.1,2.8,Bluetooth,Q Türkçe,Belirtilmemiş,HD Ready (HD),2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://www.trendyol.com/lenovo/ideapad-slim3-intel-celeron-n100-4gb-ram-128gb-ssd-intel-uhd-graphics-15-6-fhd-win11-gri-laptop-p-880174765,"LENOVO Ideapad Slim3 IntelCeleron-N100 4GB RAM 128GB SSD Intel UHD Graphics 15.6"" FHD Win11 Gri Laptop",Ideapad Slim3 Intel,8.859 TL,4 GB,128 GB,Intel UHD Graphics,Intel Celeron,Belirtilmemiş,"15,6 inç",1920 x 1080,Ev - Okul,2 - 4 kg,Belirtilmemiş,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,,Belirtilmemiş,,Gri,Lenovo Türkiye Garantili,3,,Bluetooth,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,Yok,Yok,Yok,,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,https://www.trendyol.com/apple/macbook-air-m2-16gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-gece-yarisi-mc7x4tu-a-p-871069136,"Apple Macbook Air M2 16gb256gb Ssd Macos 13"" Taşınabilir Bilgisayar Gece Yarısı Mc7x4tu/a",Macbook Air M2 16gb,34.549 TL,16 GB,256 GB,M2 8 Çekirdekli,Apple M2,Mac Os,"13,6 inç",2560 x 1600,Ofis - İş,2 kg ve altı,120 Hz,Dahili,8 GB,Belirtilmemiş,2. Nesil,8,HDD Yok,Yok,,Birleşik Bellek,,Gri,Apple Türkiye Garantili,3.3,,Mini HDMI,Q Türkçe (Aydınlatmalı),Dahili,Ultra HD 4K (UHD),2 Yıl,Yok,Yok,Yok,,Yok,VN,,,,,,,,,,,,,,,,,,,,,,,,,,
7,https://www.trendyol.com/zeiron/damage-x20-ryzen-7-5700x-32gb-1tb-m-2-nvme-ssd-rtx3050-27-240hz-oyuncu-masaustu-bilgisayar-p-859921678,"Zeiron Damage X20 Ryzen 75700X 32GB 1TB M.2 Nvme SSD Rtx3050 27"" 240Hz Oyuncu Masaüstü Bilgisayar",Damage X20 Ryzen 7,32.753 TL,32 GB,1 TB,Nvidia GeForce RTX 3050,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),25 + inç,1920 x 1080,,4 kg ve üzeri,240 Hz,Harici,8 GB,,,8,HDD Yok,,VA,DDR4,64 GB,,Zeiron Türkiye Garantili,3.4,,Display Port,Yok,GDDR6,Full HD (FHD),2 Yıl,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,,,,,,,,,,,,,,,
8,https://www.trendyol.com/hp/14-ep0014nt-intel-core-i3-n305-8gb-512gb-ssd-dos-14-fhd-gece-mavisi-laptop-hp-turkiye-garantili-p-712241023,"HP 14-EP0014NT Intel Corei3-N305 8GB 512GB SSD DOS 14"" FHD  Gece Mavisi Laptop (HP Türkiye Garantili)",14-EP0014NT Intel Core,10.649 TL,8 GB,512 GB,Dahili Ekran Kartı,Intel Core i3,Free Dos (İşletim Sistemi Yok),14 inç,1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,N305,13. Nesil,8,HDD Yok,Yok,,DDR4,,Lacivert,HP Türkiye Garantili,,3.8,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,https://www.trendyol.com/hp/15-fc0000nt-amd-ryzen-5-7520u-8-gb-512-gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-7p6b0ea-p-761481836,"HP 15-fc0000nt Amd Ryzen 57520u 8 Gb 512 Gb Ssd Freedos 15.6"" Fhd Taşınabilir Bilgisayar 7P6B0EA",15-fc0000nt Amd Ryzen 5,13.699 TL,8 GB,512 GB,Dahili Ekran Kartı,AMD Ryzen 5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,7520U,7. Nesil,4,HDD Yok,Yok,IPS,LPDDR5,8 GB,Siyah,HP Türkiye Garantili,2,4.3,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,6 Saat ve Üstü,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,https://www.trendyol.com/casper/excalibur-g770-1245-bvj0x-b-i5-12450h-16gb-ram-500gb-nvme-ssd-gen4-4gb-rtx3050-freedos-gaming-laptop-p-311975657,CASPER ExcaliburG770.1245-BVJ0X-B i5-12450H 16GB RAM 500GB NVMe SSD GEN4 4GB RTX3050 Freedos Gaming Laptop,Excalibur,27.699 TL,16 GB,500 GB,Nvidia GeForce RTX 3050,Intel Core i5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,4 GB ve altı,12450H,12. Nesil,8,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,Casper Türkiye Garantili,2.5,4.4,HDMI,Q Türkçe,GDDR6,Full HD (FHD),1 Yıl,,,,4-6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,https://www.trendyol.com/xaser/xsr739-i5-4570-16gb-ram-512gb-ssd-4gb-gt740-24-100hz-oyuncu-masaustu-bilgisayari-p-850033040,"XASER Xsr739 I5 4570 16gb Ram512gb Ssd 4gb Gt740 24"" 100hz Oyuncu Masaüstü Bilgisayarı",,"12.875,81 TL",16 GB,512 GB,Nvidia Geforce GT 740,Intel Core i5,Free Dos (İşletim Sistemi Yok),,1920 x 1080,,,75 Hz,Harici,4 GB ve altı,,,4,HDD Yok,,,DDR3,,,Resmi Distribütör Garantili,2,,HDMI,Q Türkçe,DDR3,Full HD (FHD),2 Yıl,,,,,Yok,,Yok,3.00 GHz üstü,350 - 500 W,Var,,,,,,,,,,,,,,,,,,,,,,
12,https://www.trendyol.com/casper/nirvana-x600-1270-bf00x-g-f-intel-core-i7-12700h-16gb-ram-1tb-nvme-ssd-freedos-15-6-laptop-p-843750228,"CASPER NirvanaX600.1270-BF00X-G-F Intel Core i7-12700H 16GB RAM 1TB NVMe SSD FREEDOS 15,6"" Laptop",Nirvana,19.999 TL,16 GB,1 TB,Dahili Ekran Kartı,Intel Core i7,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,13620H,13. Nesil,10,HDD Yok,Yok,IPS,DDR4,,Gri,Casper Türkiye Garantili,,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,,Yok,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
13,https://www.trendyol.com/lenovo/nb-v15-82yu0123tx-ryzen5-7520u-16gb-512ssd-o-b-15-6-dos-p-816046818,LENOVO Nb V15 82yu0123txRyzen5-7520u 16gb 512ssd O/b 15.6 Dos,Nb V15 82yu0123tx,14.489 TL,16 GB,512 GB,Intel HD Graphics,AMD Ryzen 5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,Belirtilmemiş,Belirtilmemiş,Dahili,Paylaşımlı,7520U,Belirtilmemiş,4,HDD Yok,Yok,TN,Birleşik Bellek,32 GB,Siyah,Lenovo Türkiye Garantili,Belirtilmemiş,3.2,USB,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
14,https://www.trendyol.com/acer/amd-ryzen-3-7320u-8gb-256gb-ssd-freedos-15-6-fhd-dizustu-bilgisayar-nx-kdeey-00c-acer-tr-garanti-p-784172189,"ACER AMD Ryzen 3-7320U 8GB256GB SSD Freedos 15.6"" FHD Dizüstü  Bilgisayar NX.KDEEY.00C (ACER TR Garanti)",AMD Ryzen 3-7320U 8GB,9.499 TL,8 GB,256 GB,Dahili Ekran Kartı,AMD Ryzen 3,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,7320U,7. Nesil,4,HDD Yok,Yok,TN,LPDDR5,32 GB,Gri,Resmi Distribütör Garantili,2.4,4.1,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,6 Saat ve Üstü,Yok,TW,,,,,,Yetkili Servis ile Tamiri Gerekir.,Ürün görselinde bulunmuyor,Detayını Gör,Detayını Gör,,,,,,,,,,,,,,,,,
15,https://www.trendyol.com/zeiron/godwin-x17-ryzen-7-5700x-32gb-ddr4-1tb-nvme-m-2-ssd-gtx1660-super-6gb-oyuncu-masaustu-bilgisayar-p-879424977,Zeiron Godwin X17 Ryzen 75700X 32GB DDR4 1TB NVMe M.2 SSD Gtx1660 Super 6GB Oyuncu Masaüstü Bilgisayar,Godwin X17 Ryzen 7,26.249 TL,32 GB,1 TB,Nvidia Geforce GTX1660,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),,,,4 kg ve üzeri,,Harici,6 GB,,,8,HDD Yok,,,DDR4,64 GB,,Zeiron Türkiye Garantili,3.4,,Display Port,Yok,GDDR6,Full HD (FHD),2 Yıl,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,,,,,,,,,,,,,,,
16,https://www.trendyol.com/casper/excalibur-g870-1270-dxb0x-b-intel-core-i7-12700h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-dos-gaming-laptop-p-672155829,CASPER ExcaliburG870.1270-DXB0X-B Intel Core i7-12700H 32GB RAM 2TB NVMe SSD 8GB RTX4060 Dos Gaming Laptop,Excalibur,54.999 TL,32 GB,2 TB,Nvidia GeForce RTX 4060,Intel Core i7,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,8 GB,12700H,12. Nesil,14,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,Casper Türkiye Garantili,Belirtilmemiş,4.7,Bluetooth,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,6 Saat ve Üstü,,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
17,https://www.trendyol.com/hp/victus-intel-core-i5-14450hx-16gb-512gb-ssd-rtx3050-6gb-16-1-144hz-ips-dos-gaming-laptop-9j291ea-p-818374665,"HP Victus Intel Corei5-14450HX 16GB 512GB SSD RTX3050 6GB 16.1"" 144Hz IPS DOS Gaming Laptop 9J291EA",Victus Intel Core,30.299 TL,16 GB,512 GB,Nvidia GeForce RTX 3050,Intel Core i5,Free Dos (İşletim Sistemi Yok),"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,14500HX,14. Nesil,10,HDD Yok,Yok,IPS,DDR5,,Siyah,HP Türkiye Garantili,2.1,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,4-6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,https://www.trendyol.com/lenovo/ideapad-amd-ryzen-7-5700u-16gb-512gb-ssd-freedos-15-6-82r4006ftra38-p-752653765,"LENOVO Ideapad AMD Ryzen 75700U 16GB 512GB SSD Freedos 15.6"" 82R4006FTRA38",Ideapad AMD Ryzen 7,17.549 TL,16 GB,512 GB,AMD Radeon Graphics,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,5700U,5. Nesil,8,HDD Yok,Yok,TN,DDR4,,Gri,Lenovo Türkiye Garantili,1.8,4.3,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,6 Saat ve Üstü,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,https://www.trendyol.com/zeiron/acx17-ryzen-5-5500-16gb-512gb-nvme-m-2-ssd-nvidia-gtx1050ti-oyuncu-masaustu-bilgisayar-p-463668966,Zeiron Acx17 Ryzen 5 550016gb 512gb Nvme M.2 Ssd Nvidia Gtx1050ti Oyuncu Masaüstü Bilgisayar,Acx17 Ryzen 5 5500,14.849 TL,16 GB,512 GB,Nvidia GeForce GTX1050 Ti,AMD Ryzen 5,Free Dos (İşletim Sistemi Yok),,1920 x 1080,,4 kg ve üzeri,,Harici,4 GB ve altı,,,6,HDD Yok,,,DDR4,64 GB,,Zeiron Türkiye Garantili,3.6,,HDMI,Yok,GDDR5,,2 Yıl,,,,,Yok,,Yok,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,,,,,,,,,,,,,,,
20,https://www.trendyol.com/hp/15s-eq2000nt-amd-ryzen7-5700u-8g-512gb-ssd-dos-15-6-fhd-dizustu-bilgisayar-4h0j2ea-hp-tr-garanti-p-151145028,"HP 15S-EQ2000NT AMDRyzen7-5700U 8G 512GB SSD DOS 15.6"" FHD Dizüstü Bilgisayar 4H0J2EA (HP TR Garanti)",15S-EQ2000NT AMD,13.999 TL,8 GB,512 GB,Dahili Ekran Kartı,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,5700U,5. Nesil,8,HDD Yok,Yok,IPS,DDR4,,Gümüş,HP Türkiye Garantili,1.8,4.3,USB - Bluetooth - HDMI,Q Türkçe,DDR,Full HD (FHD),2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,TW,,,,,,,,,,,,,,,,,,,,,,,,,,
21,https://www.trendyol.com/lenovo/ideapad-1-celeron-n100-4-gb-128-gb-15-6-win-11-p-382953334,"LENOVO Ideapad 1 Celeron N1004 Gb 128 Gb 15.6"" Win 11",Ideapad 1 Celeron N100,8.999 TL,4 GB,128 GB,Intel UHD Graphics 600,Intel Celeron,Windows,"15,6 inç",1366 x 768,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,Alder Lake-N N100,Belirtilmemiş,4,128 GB,Yok,TN,DDR4,128 GB,Gri,Resmi Distribütör Garantili,4,,HDMI,Q Türkçe,Belirtilmemiş,HD Ready (HD),1 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
22,https://www.trendyol.com/casper/excalibur-g870-1270-dfa0x-b-i7-12700h-32gb-ram-1tb-nvme-ssd-gen4-6gb-rtx4050-dos-gaming-laptop-p-672157475,CASPER ExcaliburG870.1270-DFA0X-B i7-12700H 32GB RAM 1TB NVMe SSD Gen4 6GB RTX4050 Dos Gaming Laptop,Excalibur,37.999 TL,32 GB,1 TB,Nvidia GeForce RTX 4050,Intel Core i7,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,13620H,13. Nesil,10,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,Casper Türkiye Garantili,Belirtilmemiş,4.9,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,,,TR,,,,,,,,,,105W,,,,,,,,,,,,,,,,
23,https://www.trendyol.com/xaser/sword-x32-ryzen-7-5700x-32gb-ram-1tb-m-2-nvme-ssd-8gb-rtx4060-sivi-sogutmali-oyuncu-bilgisayar-p-904030555,XASER Sword X32 Ryzen 7 5700X32GB Ram 1TB M.2 NVMe SSD 8GB RTX4060 Sıvı Soğutmalı Oyuncu Bilgisayar,,,32 GB,1 TB,Nvidia GeForce RTX 4060,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),,,,,,Harici,8 GB,,,8,HDD Yok,,,DDR4,64 GB,,Resmi Distribütör Garantili,,,,,DDR4,,2 Yıl,,,,,Yok,TR,Yok,,500 W ve üstü,,,"Tamir Edilebilir, Satıcı ile İletişime Geçiniz.",,,,,,,,,,,,,,,,,,,,
24,https://www.trendyol.com/acer/aspire-lite-al14-31p-c452-intel-n100-8-gb-256-gb-ssd-14-ips-wuxga-freedos-nx-ks8ey-001-p-869947276,ACER Aspire LiteAl14-31p-c452 Intel N100 8 Gb 256 Gb Ssd 14'' Ips Wuxga Freedos Nx.ks8ey.001,Aspire Lite,9.499 TL,8 GB,256 GB,Intel UHD Graphics,Intel Alder Lake N100,Free Dos (İşletim Sistemi Yok),14 inç,1920 x 1200,Ev - Okul,2 - 4 kg,Belirtilmemiş,Dahili,Paylaşımlı,Alder Lake-N N100,Belirtilmemiş,4,HDD Yok,Yok,IPS,DDR5,,Gümüş,ACER Türkiye Garantili,4,4.4,Bluetooth,Q Türkçe,Dahili,WUXGA,2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,https://www.trendyol.com/lenovo/ideapad-3-intel-core-i3-1215u-16gb-512gb-ssd-w11p-15-6-full-hd-csr22-canta-hediyeli-p-781482518,"LENOVO Ideapad 3 İntel Corei3-1215U 16GB 512GB SSD W11P 15.6"" Full Hd CSR22 ÇANTA Hediyeli",Ideapad 3 İntel Core,14.899 TL,16 GB,512 GB,Intel UHD Graphics,Intel Core i3,Windows,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1215U,12. Nesil,4,HDD Yok,Yok,TN,DDR4,,Metalik,Lenovo Türkiye Garantili,1.7,4.4,HDMI - USB,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,https://www.trendyol.com/monster/tulpar-t7-v20-6-2-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-736980364,"MONSTER Tulpar T7 V20.6.2Intel Core i7 13700H 32 GB RAM 1 TB SSD 8 GB RTX 4060 FreeDos 17,3"" FHD 144 Hz",Tulpar T7 V20.6.2,56.099 TL,32 GB,1 TB,Nvidia GeForce RTX 4060,Intel Core i7,Free Dos (İşletim Sistemi Yok),"17,3 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,8 GB,13700H,13. Nesil,14,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,Monster Türkiye Garantili,2.4,5.0,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,3 Saat ve Altı,,,,,,,,,,,,115W,,,,,,,,,,,,,,,,
27,https://www.trendyol.com/zeiron/tx90-i5-3470-16gb-256gb-ssd-500gb-hdd-gt740-23-8-curved-oyuncu-masaustu-bilgisayari-p-329480930,"Zeiron Tx90 i5-3470 16GB256GB SSD+500GB HDD GT740 23.8"" Curved Oyuncu Masaüstü Bilgisayarı",Tx90 i5-3470 16GB,13.180 TL,16 GB,256 GB,Nvidia Geforce GT 740,Intel Core i5,Free Dos (İşletim Sistemi Yok),"24"" / 61 Ekran",1920 x 1080,,2 - 4 kg,75 Hz,Harici,4 GB ve altı,,,4,500 GB,,TN,DDR3,16 GB,,Zeiron Türkiye Garantili,3.2,,Wi-Fi,RGB,DDR3,Full HD (FHD),2 Yıl,,,,,Yok,,500 GB,3.00 GHz üstü,350 - 500 W,Var,Tek Ebat,,,,,,,,,,,,,,,,,,,,,
28,https://www.trendyol.com/msi/titan-18-hx-dragon-edition-norse-myth-a2xwjg-272tr-24gb-rtx5090-ultra9-285hx-96gb-6tb-18-rtx5090-p-902006575,"MSI Tıtan 18 Hx DragonEdıtıon Norse Myth A2xwjg-272tr 24gb Rtx5090 Ultra9 285hx 96gb 6tb 18"" Rtx5090",,361.899 TL,96 GB,6 TB,Nvidia GeForce RTX 5090,Intel Core Ultra 9,Windows,18 inç,3840 x 2400,Oyun,2 - 4 kg,120 Hz,Harici,24 GB,285HX,2. Nesil,24,HDD Yok,Yok,Mini LED,DDR5,,Siyah,MSI Türkiye Garantili,2.1,5.0,USB,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Ultra HD 4K (UHD),2 Yıl,,,,,,CN,,,,,,,,,,175W,,,,,,,,,,,,,,,,
29,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn081w07-i5-12500h-32gb-1tbssd-rtx3050-15-6-fullhd-w11p-p-808573377,"ASUS Tuf Gaming F15Fx507zc4-hn081w07 I5-12500h 32gb 1tbssd Rtx3050 15.6"" Fullhd W11p",Tuf Gaming F15,"34.098,65 TL",32 GB,1 TB,Nvidia GeForce RTX 3050,Intel Core i5,Windows,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,4 GB ve altı,12500H,12. Nesil,12+,HDD Yok,Yok,IPS,DDR4,,Gri,Resmi Distribütör Garantili,2,4.5,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,4-6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,https://www.trendyol.com/apple/macbook-air-m2-16gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-uzay-grisi-mc7u4tu-a-p-871069140,"Apple Macbook Air M2 16gb256gb Ssd Macos 13"" Taşınabilir Bilgisayar Uzay Grisi Mc7u4tu/a",Macbook Air M2 16gb,36.085 TL,16 GB,256 GB,M2 8 Çekirdekli,Apple M2,Mac Os,"13,6 inç",2560 x 1600,Ofis - İş,2 kg ve altı,120 Hz,Dahili,8 GB,Belirtilmemiş,2. Nesil,8,HDD Yok,Yok,,Birleşik Bellek,,Gri,Apple Türkiye Garantili,3.3,,Mini HDMI,Q Türkçe (Aydınlatmalı),Dahili,Ultra HD 4K (UHD),2 Yıl,Yok,Yok,Yok,,Yok,CN,,,,,,,,,,,,,,,,,,,,,,,,,,
